Pair	Ctcf_E_Gm12878	Dnase_E_Gm12878	H3k27ac_E_Gm12878	H3k27me3_E_Gm12878	H3k36me3_E_Gm12878	H3k4me1_E_Gm12878	H3k4me2_E_Gm12878	H3k4me3_E_Gm12878	H3k79me2_E_Gm12878	H3k9ac_E_Gm12878	H3k9me3_E_Gm12878	H4k20me1_E_Gm12878	RAD21_E_Gm12878	TBP_E_Gm12878	Ctcf_P_Gm12878	Dnase_P_Gm12878	H3k27ac_P_Gm12878	H3k27me3_P_Gm12878	H3k36me3_P_Gm12878	H3k4me1_P_Gm12878	H3k4me2_P_Gm12878	H3k4me3_P_Gm12878	H3k79me2_P_Gm12878	H3k9ac_P_Gm12878	H3k9me3_P_Gm12878	H4k20me1_P_Gm12878	RAD21_P_Gm12878	TBP_P_Gm12878	Ctcf_W_Gm12878	Dnase_W_Gm12878	H3k27ac_W_Gm12878	H3k27me3_W_Gm12878	H3k36me3_W_Gm12878	H3k4me1_W_Gm12878	H3k4me2_W_Gm12878	H3k4me3_W_Gm12878	H3k79me2_W_Gm12878	H3k9ac_W_Gm12878	H3k9me3_W_Gm12878	H4k20me1_W_Gm12878	RAD21_W_Gm12878	TBP_W_Gm12878	Ctcf_E_K562	Dnase_E_K562	H3k27ac_E_K562	H3k27me3_E_K562	H3k36me3_E_K562	H3k4me1_E_K562	H3k4me2_E_K562	H3k4me3_E_K562	H3k79me2_E_K562	H3k9ac_E_K562	H3k9me3_E_K562	H4k20me1_E_K562	RAD21_E_K562	TBP_E_K562	Ctcf_P_K562	Dnase_P_K562	H3k27ac_P_K562	H3k27me3_P_K562	H3k36me3_P_K562	H3k4me1_P_K562	H3k4me2_P_K562	H3k4me3_P_K562	H3k79me2_P_K562	H3k9ac_P_K562	H3k9me3_P_K562	H4k20me1_P_K562	RAD21_P_K562	TBP_P_K562	Ctcf_W_K562	Dnase_W_K562	H3k27ac_W_K562	H3k27me3_W_K562	H3k36me3_W_K562	H3k4me1_W_K562	H3k4me2_W_K562	H3k4me3_W_K562	H3k79me2_W_K562	H3k9ac_W_K562	H3k9me3_W_K562	H4k20me1_W_K562	RAD21_W_K562	TBP_W_K562	Ctcf_E_Huvec	Dnase_E_Huvec	H3k27ac_E_Huvec	H3k27me3_E_Huvec	H3k36me3_E_Huvec	H3k4me1_E_Huvec	H3k4me2_E_Huvec	H3k4me3_E_Huvec	H3k79me2_E_Huvec	H3k9ac_E_Huvec	H3k9me3_E_Huvec	H4k20me1_E_Huvec	RAD21_E_Huvec	TBP_E_Huvec	Ctcf_P_Huvec	Dnase_P_Huvec	H3k27ac_P_Huvec	H3k27me3_P_Huvec	H3k36me3_P_Huvec	H3k4me1_P_Huvec	H3k4me2_P_Huvec	H3k4me3_P_Huvec	H3k79me2_P_Huvec	H3k9ac_P_Huvec	H3k9me3_P_Huvec	H4k20me1_P_Huvec	RAD21_P_Huvec	TBP_P_Huvec	Ctcf_W_Huvec	Dnase_W_Huvec	H3k27ac_W_Huvec	H3k27me3_W_Huvec	H3k36me3_W_Huvec	H3k4me1_W_Huvec	H3k4me2_W_Huvec	H3k4me3_W_Huvec	H3k79me2_W_Huvec	H3k9ac_W_Huvec	H3k9me3_W_Huvec	H4k20me1_W_Huvec	RAD21_W_Huvec	TBP_W_Huvec	Ctcf_E_Hmec	Dnase_E_Hmec	H3k27ac_E_Hmec	H3k27me3_E_Hmec	H3k36me3_E_Hmec	H3k4me1_E_Hmec	H3k4me2_E_Hmec	H3k4me3_E_Hmec	H3k79me2_E_Hmec	H3k9ac_E_Hmec	H3k9me3_E_Hmec	H4k20me1_E_Hmec	RAD21_E_Hmec	TBP_E_Hmec	Ctcf_P_Hmec	Dnase_P_Hmec	H3k27ac_P_Hmec	H3k27me3_P_Hmec	H3k36me3_P_Hmec	H3k4me1_P_Hmec	H3k4me2_P_Hmec	H3k4me3_P_Hmec	H3k79me2_P_Hmec	H3k9ac_P_Hmec	H3k9me3_P_Hmec	H4k20me1_P_Hmec	RAD21_P_Hmec	TBP_P_Hmec	Ctcf_W_Hmec	Dnase_W_Hmec	H3k27ac_W_Hmec	H3k27me3_W_Hmec	H3k36me3_W_Hmec	H3k4me1_W_Hmec	H3k4me2_W_Hmec	H3k4me3_W_Hmec	H3k79me2_W_Hmec	H3k9ac_W_Hmec	H3k9me3_W_Hmec	H4k20me1_W_Hmec	RAD21_W_Hmec	TBP_W_Hmec	Ctcf_E_Nhek	Dnase_E_Nhek	H3k27ac_E_Nhek	H3k27me3_E_Nhek	H3k36me3_E_Nhek	H3k4me1_E_Nhek	H3k4me2_E_Nhek	H3k4me3_E_Nhek	H3k79me2_E_Nhek	H3k9ac_E_Nhek	H3k9me3_E_Nhek	H4k20me1_E_Nhek	RAD21_E_Nhek	TBP_E_Nhek	Ctcf_P_Nhek	Dnase_P_Nhek	H3k27ac_P_Nhek	H3k27me3_P_Nhek	H3k36me3_P_Nhek	H3k4me1_P_Nhek	H3k4me2_P_Nhek	H3k4me3_P_Nhek	H3k79me2_P_Nhek	H3k9ac_P_Nhek	H3k9me3_P_Nhek	H4k20me1_P_Nhek	RAD21_P_Nhek	TBP_P_Nhek	Ctcf_W_Nhek	Dnase_W_Nhek	H3k27ac_W_Nhek	H3k27me3_W_Nhek	H3k36me3_W_Nhek	H3k4me1_W_Nhek	H3k4me2_W_Nhek	H3k4me3_W_Nhek	H3k79me2_W_Nhek	H3k9ac_W_Nhek	H3k9me3_W_Nhek	H4k20me1_W_Nhek	RAD21_W_Nhek	TBP_W_Nhek	Distance	Count
chr17_10000_15000-chr17_110000_115000	6.22236	9.03853	0.625529	2.41148	0.589309	3.76434	1.3964	0.704901	0.518792	2.0016	1.18888	2.56082	8.29351	0.01	1.22826	3.17509	0.336372	2.79069	0.636843	0.731629	0.631818	0.704936	0.262371	0.933458	1.06806	2.2937	2.57443	0.01	1.07395	3.32455	0.643416	2.23772	0.668862	1.4103	1.02438	0.93888	0.359861	1.08764	1.27309	2.06595	8.62003	0.114942	9.3853	3.45665	0.61552	1.31639	2.1278	0.55213	0.25696	0.79941	0.206953	0.472632	1.09052	1.45085	6.62586	0.01	0.974765	1.00812	0.79591	2.37484	2.58647	0.629255	0.625345	0.91975	0.456145	0.440475	1.1014	2.19675	2.38961	0.01	0.778901	0.986069	0.845843	1.04635	1.56679	0.478172	0.567522	0.764115	0.332209	0.460651	1.02412	1.35336	7.90129	0.0911564	10.7847	9.53831	0.280393	2.0051	0.366035	0.381004	0.646111	0.356545	0.401067	2.01975	0.899206	1.38492	6.9067	0.01	2.31427	3.38173	0.820911	2.2717	1.43405	1.49402	1.67323	0.949738	0.703519	0.720071	1.29271	1.08454	2.24852	0.01	1.2717	4.65735	1.42245	2.97819	1.29726	3.27791	1.71977	1.25568	0.439856	1.36783	0.893707	0.989826	7.85479	0.0858321	2.8173	1.90932	0.800548	2.061	0.639318	0.803387	0.509254	0.778104	0.308343	0.735276	6.05792	1.51637	6.06902	0.01	1.00859	1.01156	1.04052	1.23058	0.768339	0.404232	0.586025	0.956028	0.319857	1.03567	6.81299	1.67905	2.13039	0.01	0.780847	0.949124	0.509622	2.0689	0.702792	0.729684	0.675158	0.705634	0.299681	0.732483	4.56755	1.34031	7.48035	0.0931672	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	95000	2.81055
chr17_10000_15000-chr17_120000_125000	6.22236	9.03853	0.625529	2.41148	0.589309	3.76434	1.3964	0.704901	0.518792	2.0016	1.18888	2.56082	8.29351	0.01	0.747426	1.60029	0.310605	1.27544	0.596284	0.610711	0.460363	0.784465	0.370777	0.78532	1.24401	1.95061	3.29279	0.580303	1.07093	3.3252	0.608039	2.28067	0.660013	1.32399	0.968682	0.900787	0.357332	1.06122	1.2489	2.10534	8.0503	0.104948	9.3853	3.45665	0.61552	1.31639	2.1278	0.55213	0.25696	0.79941	0.206953	0.472632	1.09052	1.45085	6.62586	0.01	0.855335	0.80912	0.59415	0.78228	0.87898	0.383085	0.5669	0.681495	0.45728	0.572725	0.804785	0.719775	3.25912	0.520999	0.818371	0.978107	0.838325	1.15762	1.65367	0.506302	0.558	0.752944	0.339808	0.467068	1.04053	1.41085	7.37041	0.0834272	10.7847	9.53831	0.280393	2.0051	0.366035	0.381004	0.646111	0.356545	0.401067	2.01975	0.899206	1.38492	6.9067	0.01	0.660752	1.53325	0.100131	1.11524	1.16035	0.934556	0.375697	0.818606	0.236082	1.41597	0.647745	1.03149	2.7519	0.523101	1.32712	4.78611	1.41145	2.97169	1.35204	3.28467	1.79401	1.26026	0.456913	1.36248	0.911178	0.973851	7.32367	0.07861	2.8173	1.90932	0.800548	2.061	0.639318	0.803387	0.509254	0.778104	0.308343	0.735276	6.05792	1.51637	6.06902	0.01	0.832162	0.613501	0.676874	0.772747	0.689531	0.392149	0.466373	0.656041	0.13318	0.679765	4.09631	1.33084	2.81616	0.519152	0.790418	0.951952	0.566127	2.07379	0.715896	0.7063	0.671663	0.738395	0.301785	0.768349	4.62574	1.38873	6.97485	0.0852465	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	105000	2.44929
chr17_10000_15000-chr17_125000_130000	6.22236	9.03853	0.625529	2.41148	0.589309	3.76434	1.3964	0.704901	0.518792	2.0016	1.18888	2.56082	8.29351	0.01	0.814721	3.37704	0.453757	2.97762	0.908418	0.597879	0.300094	0.970203	0.370784	1.44622	1.68504	2.34406	3.64288	0.01	1.05623	3.2468	0.594519	2.23497	0.657116	1.29157	0.945576	0.8955	0.357943	1.04868	1.24868	2.09831	7.83405	0.126555	9.3853	3.45665	0.61552	1.31639	2.1278	0.55213	0.25696	0.79941	0.206953	0.472632	1.09052	1.45085	6.62586	0.01	1.29585	1.12336	0.93577	1.24683	1.01721	0.723775	0.299505	0.735045	0.308535	0.440495	1.3646	1.4746	2.7313	0.01	0.820051	0.970426	0.827226	1.14056	1.61846	0.500701	0.558405	0.749696	0.345148	0.471871	1.02981	1.37944	7.18354	0.103317	10.7847	9.53831	0.280393	2.0051	0.366035	0.381004	0.646111	0.356545	0.401067	2.01975	0.899206	1.38492	6.9067	0.01	1.85366	6.35407	5.0319	1.82524	2.09454	6.96303	5.11937	1.53825	0.549811	1.82423	1.17542	1.65889	2.94741	0.01	1.29683	4.63825	1.35185	2.88731	1.34333	3.17785	1.72954	1.24018	0.446875	1.36492	0.899204	0.976471	7.11587	0.0988142	2.8173	1.90932	0.800548	2.061	0.639318	0.803387	0.509254	0.778104	0.308343	0.735276	6.05792	1.51637	6.06902	0.01	1.96561	1.18264	0.472236	1.39995	1.1965	0.637754	0.535841	0.952455	0.308948	0.948846	3.87355	1.59239	2.64571	0.01	0.792315	0.936568	0.57116	2.01465	0.714698	0.69202	0.662332	0.734652	0.294121	0.764323	4.60168	1.3861	6.78582	0.104969	8.30969	6.22798	0.641721	3.40567	0.721126	0.354996	0.711603	1.60039	0.273298	0.594564	1.88239	3.01943	7.00533	0.01	0.634645	2.21638	0.515377	4.93997	1.19473	0.584993	0.55496	1.10021	0.391652	0.945302	1.75421	3.89777	2.85033	0.01	0.805577	3.34475	0.342928	4.59999	0.742369	0.889952	0.87796	1.19485	0.302482	0.73056	2.29629	2.27275	7.28475	0.103228	110000	3.02336
chr17_10000_15000-chr17_130000_135000	6.22236	9.03853	0.625529	2.41148	0.589309	3.76434	1.3964	0.704901	0.518792	2.0016	1.18888	2.56082	8.29351	0.01	1.18256	4.76189	0.450879	2.02381	0.669305	0.932187	0.460422	0.901461	0.337348	0.944441	1.59706	2.88543	4.02944	0.01	1.04573	3.25246	0.588399	2.26726	0.668042	1.26141	0.917512	0.898748	0.358501	1.06596	1.26765	2.10899	7.65182	0.121487	9.3853	3.45665	0.61552	1.31639	2.1278	0.55213	0.25696	0.79941	0.206953	0.472632	1.09052	1.45085	6.62586	0.01	0.730945	0.559625	1.08839	1.33574	2.60962	0.72381	0.509535	0.91854	0.3145	0.583115	1.46448	2.4172	3.62308	0.01	0.840738	0.977075	0.831945	1.14518	1.59232	0.5104	0.547148	0.749059	0.343556	0.470507	1.04437	1.38358	6.98996	0.0992596	10.7847	9.53831	0.280393	2.0051	0.366035	0.381004	0.646111	0.356545	0.401067	2.01975	0.899206	1.38492	6.9067	0.01	1.54669	6.00145	2.01493	1.37436	0.993949	5.20313	2.13185	1.88948	0.503005	2.97089	1.21051	1.10926	3.95408	0.01	1.32104	4.71285	1.51185	2.84113	1.37599	3.34242	1.87692	1.25314	0.451351	1.38489	0.911214	1.00614	6.93463	0.0949527	2.8173	1.90932	0.800548	2.061	0.639318	0.803387	0.509254	0.778104	0.308343	0.735276	6.05792	1.51637	6.06902	0.01	0.69466	1.31095	0.332373	1.92569	0.923389	0.917502	0.435354	0.719769	0.44104	0.675293	6.09342	1.79491	3.2261	0.01	0.843328	0.947266	0.566859	1.98793	0.735646	0.689661	0.656832	0.744122	0.294766	0.772345	4.57002	1.39507	6.60582	0.10084	8.30969	6.22798	0.641721	3.40567	0.721126	0.354996	0.711603	1.60039	0.273298	0.594564	1.88239	3.01943	7.00533	0.01	1.62411	4.75251	0.204299	4.65876	0.552588	0.235453	0.55496	1.0041	0.446449	0.614485	1.68381	3.13512	3.84908	0.01	0.798146	3.29569	0.350426	4.61477	0.762037	0.876693	0.863917	1.19074	0.306359	0.739897	2.27272	2.3434	7.09195	0.0991749	115000	2.96288
chr17_10000_15000-chr17_135000_140000	6.22236	9.03853	0.625529	2.41148	0.589309	3.76434	1.3964	0.704901	0.518792	2.0016	1.18888	2.56082	8.29351	0.01	0.797581	2.64242	0.376457	1.14252	0.3701	0.964182	0.849042	0.364856	0.187197	0.621598	0.300557	1.37659	6.60946	0.01	1.05143	3.31535	0.582669	2.25712	0.668095	1.24769	0.898466	0.898861	0.35762	1.0609	1.28138	2.14134	7.50089	0.116842	9.3853	3.45665	0.61552	1.31639	2.1278	0.55213	0.25696	0.79941	0.206953	0.472632	1.09052	1.45085	6.62586	0.01	1.72315	1.29305	0.31426	1.21844	2.35365	0.112002	0.321009	0.435465	0.35142	0.349495	0.80265	1.76931	6.27618	0.01	0.836163	0.959681	0.842631	1.15312	1.63471	0.519292	0.545581	0.756121	0.342345	0.475199	1.06188	1.42664	6.84967	0.0955405	10.7847	9.53831	0.280393	2.0051	0.366035	0.381004	0.646111	0.356545	0.401067	2.01975	0.899206	1.38492	6.9067	0.01	0.736793	2.72533	0.397708	0.711034	1.16064	0.421039	0.341729	0.472061	0.504662	0.361605	0.62999	0.332361	6.0424	0.01	1.33044	4.76654	1.53281	2.78002	1.36007	3.41995	1.88754	1.27966	0.453503	1.45097	0.923684	1.01044	6.81044	0.091413	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	8.30969	6.22798	0.641721	3.40567	0.721126	0.354996	0.711603	1.60039	0.273298	0.594564	1.88239	3.01943	7.00533	0.01	0.322401	3.54424	0.136344	2.27405	0.721126	0.235453	0.273101	0.643063	0.185384	0.477418	1.17389	1.98859	6.59629	0.01	0.832561	3.35639	0.344337	4.6166	0.75331	0.849975	0.851044	1.18296	0.312196	0.734671	2.24818	2.37639	6.95683	0.0954593	120000	2.86346
chr17_10000_15000-chr17_140000_145000	6.22236	9.03853	0.625529	2.41148	0.589309	3.76434	1.3964	0.704901	0.518792	2.0016	1.18888	2.56082	8.29351	0.01	0.808274	3.45775	0.588276	2.81526	0.842539	0.687823	0.61023	1.02133	0.231122	1.13372	0.591231	2.18327	4.25234	0.01	1.04127	3.28843	0.574421	2.21254	0.656175	1.23635	0.896489	0.8775	0.350803	1.04333	1.24215	2.11075	7.46523	0.112568	9.3853	3.45665	0.61552	1.31639	2.1278	0.55213	0.25696	0.79941	0.206953	0.472632	1.09052	1.45085	6.62586	0.01	1.02419	1.1658	0.70936	1.5588	2.67629	0.40782	0.404015	0.316315	0.470595	0.307635	1.03966	2.01359	3.78947	0.01	0.871643	0.973016	0.821496	1.15573	1.66346	0.503	0.536598	0.743295	0.342708	0.470171	1.05151	1.44035	6.82673	0.0921189	10.7847	9.53831	0.280393	2.0051	0.366035	0.381004	0.646111	0.356545	0.401067	2.01975	0.899206	1.38492	6.9067	0.01	0.736915	3.48771	0.4911	0.560708	1.30447	1.34547	0.512119	0.949269	0.464622	1.31141	0.552664	2.15804	3.91835	0.01	1.30669	4.68489	1.48741	2.69726	1.3521	3.29999	1.82571	1.24735	0.45555	1.40739	0.911936	0.983315	6.77972	0.0881565	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	8.30969	6.22798	0.641721	3.40567	0.721126	0.354996	0.711603	1.60039	0.273298	0.594564	1.88239	3.01943	7.00533	0.01	0.701629	3.15736	0.262689	3.27432	0.661107	0.182498	0.448502	1.13665	0.332513	0.243826	0.900521	2.32082	4.01692	0.01	0.812154	3.36391	0.336018	4.5229	0.752022	0.825394	0.827926	1.16137	0.307124	0.724381	2.20521	2.36088	6.94241	0.0920409	125000	2.8453
chr17_10000_15000-chr17_145000_150000	6.22236	9.03853	0.625529	2.41148	0.589309	3.76434	1.3964	0.704901	0.518792	2.0016	1.18888	2.56082	8.29351	0.01	0.884437	2.4443	0.2419	1.61006	0.666402	0.554591	0.383495	0.350589	0.378918	0.70132	0.736572	1.79253	6.68235	0.01	1.03231	3.29495	0.574953	2.23572	0.663343	1.21525	0.885479	0.883032	0.3462	1.0468	1.21711	2.11354	7.34166	0.108623	9.3853	3.45665	0.61552	1.31639	2.1278	0.55213	0.25696	0.79941	0.206953	0.472632	1.09052	1.45085	6.62586	0.01	1.0593	0.96856	0.72255	1.79124	1.56044	0.23876	0.45679	0.555905	0.35327	0.37653	0.72126	1.47108	5.87974	0.01	0.87751	0.980431	0.817183	1.17124	1.70242	0.499339	0.531499	0.726872	0.347627	0.463919	1.05105	1.4624	6.70992	0.0889604	10.7847	9.53831	0.280393	2.0051	0.366035	0.381004	0.646111	0.356545	0.401067	2.01975	0.899206	1.38492	6.9067	0.01	0.624495	3.17027	0.100131	0.754042	1.3997	0.729318	0.374462	0.479868	0.213903	1.01488	0.320626	0.762177	5.60644	0.01	1.28478	4.63885	1.44909	2.61508	1.35026	3.22482	1.77519	1.23589	0.455898	1.4037	0.898118	1.0285	6.66966	0.0851504	2.8173	1.90932	0.800548	2.061	0.639318	0.803387	0.509254	0.778104	0.308343	0.735276	6.05792	1.51637	6.06902	0.01	0.552688	0.684132	0.478018	2.48481	0.628381	0.564073	0.365985	0.378231	0.151777	1.09997	2.4265	1.15994	5.25247	0.01	0.838042	0.961585	0.542127	1.96703	0.730588	0.676617	0.636962	0.748522	0.294503	0.768243	4.62571	1.40217	6.33835	0.0903588	8.30969	6.22798	0.641721	3.40567	0.721126	0.354996	0.711603	1.60039	0.273298	0.594564	1.88239	3.01943	7.00533	0.01	0.932481	3.63744	0.495748	2.61987	0.721126	0.0962489	0.0977004	0.606461	0.434305	0.360621	0.86558	2.86099	6.28076	0.01	0.807903	3.35596	0.333197	4.47488	0.748525	0.800667	0.813333	1.16042	0.3081	0.705898	2.15503	2.35934	6.82989	0.0888855	130000	2.70328
chr17_10000_15000-chr17_150000_155000	6.22236	9.03853	0.625529	2.41148	0.589309	3.76434	1.3964	0.704901	0.518792	2.0016	1.18888	2.56082	8.29351	0.01	1.11249	2.34438	0.642603	4.35658	0.845105	0.859477	1.0053	0.965073	0.558206	1.10286	0.95427	2.07142	5.57764	0.01	1.02684	3.26344	0.562618	2.21254	0.663456	1.19078	0.866887	0.863312	0.347412	1.03401	1.19931	2.10165	7.31724	0.10497	9.3853	3.45665	0.61552	1.31639	2.1278	0.55213	0.25696	0.79941	0.206953	0.472632	1.09052	1.45085	6.62586	0.01	1.00241	0.38359	0.823605	1.1945	3.06959	0.39037	0.59253	0.922345	0.20836	0.57971	0.926355	1.54619	5.17949	0.01	0.884243	0.979991	0.813678	1.1942	1.69716	0.489688	0.528732	0.72054	0.347836	0.460683	1.03884	1.46272	6.67917	0.086036	10.7847	9.53831	0.280393	2.0051	0.366035	0.381004	0.646111	0.356545	0.401067	2.01975	0.899206	1.38492	6.9067	0.01	0.93174	3.09877	0.47525	2.42924	0.971785	1.12301	0.507078	0.949738	0.461212	1.31156	0.66756	0.559631	5.02675	0.01	1.26032	4.58446	1.39913	2.54615	1.3521	3.13239	1.72331	1.20789	0.446936	1.3893	0.87673	1.01863	6.63029	0.0823671	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	8.30969	6.22798	0.641721	3.40567	0.721126	0.354996	0.711603	1.60039	0.273298	0.594564	1.88239	3.01943	7.00533	0.01	1.37269	2.84903	0.284699	1.96872	0.552588	0.235453	0.55496	1.01378	0.287647	0.66197	1.0457	2.58955	5.24731	0.01	0.812517	3.36639	0.339218	4.40617	0.747511	0.774578	0.786828	1.1399	0.312775	0.69311	2.10727	2.37792	6.80955	0.0859638	135000	2.72148
chr17_10000_15000-chr17_15000_20000	6.22236	9.03853	0.625529	2.41148	0.589309	3.76434	1.3964	0.704901	0.518792	2.0016	1.18888	2.56082	8.29351	0.01	0.631821	1.96487	0.356414	1.28188	0.340277	1.73117	0.869143	1.06351	0.370784	0.40558	1.24431	1.22948	5.13547	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	9.3853	3.45665	0.61552	1.31639	2.1278	0.55213	0.25696	0.79941	0.206953	0.472632	1.09052	1.45085	6.62586	0.01	0.347575	0.73618	0.78118	0.30729	0.909945	0.57688	0.498245	1.04151	0.48579	0.403375	0.991305	0.86225	4.53561	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	10.7847	9.53831	0.280393	2.0051	0.366035	0.381004	0.646111	0.356545	0.401067	2.01975	0.899206	1.38492	6.9067	0.01	0.373457	2.66267	0.370525	1.67844	0.188017	0.080933	0.474237	0.587576	0.22895	0.24669	0.565932	0.547269	4.53213	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	2.8173	1.90932	0.800548	2.061	0.639318	0.803387	0.509254	0.778104	0.308343	0.735276	6.05792	1.51637	6.06902	0.01	0.670137	0.543338	0.295519	1.85747	0.567243	0.248083	0.478143	0.396658	0.36859	0.777556	3.33164	1.02638	4.06553	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	8.30969	6.22798	0.641721	3.40567	0.721126	0.354996	0.711603	1.60039	0.273298	0.594564	1.88239	3.01943	7.00533	0.01	1.37303	1.96263	0.301448	3.37674	0.335553	0.0962489	0.185401	0.716334	0.229344	0.463363	1.56265	1.29987	4.67263	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	4.84879
chr17_10000_15000-chr17_155000_160000	6.22236	9.03853	0.625529	2.41148	0.589309	3.76434	1.3964	0.704901	0.518792	2.0016	1.18888	2.56082	8.29351	0.01	11.9775	3.64749	0.376457	1.81859	0.48526	0.854707	0.869143	0.706539	0.589705	1.19051	0.663782	2.56105	17.505	0.01	1.02989	3.23062	0.565475	2.28912	0.669943	1.17895	0.871831	0.866947	0.35494	1.03647	1.19056	2.10057	7.25511	0.101579	9.3853	3.45665	0.61552	1.31639	2.1278	0.55213	0.25696	0.79941	0.206953	0.472632	1.09052	1.45085	6.62586	0.01	19.6015	2.5882	0.85291	0.83233	1.59537	0.756145	0.778005	0.92226	0.48449	0.323335	1.39777	1.34483	15.8376	0.01	0.888463	0.958691	0.814032	1.19421	1.74618	0.486141	0.53101	0.727747	0.342855	0.464934	1.03482	1.4657	6.62561	0.0833204	10.7847	9.53831	0.280393	2.0051	0.366035	0.381004	0.646111	0.356545	0.401067	2.01975	0.899206	1.38492	6.9067	0.01	63.9547	6.02471	0.4911	1.22015	1.50409	0.719237	0.335913	0.933941	0.389386	1.76781	0.725937	1.10926	15.7314	0.01	1.24859	4.5314	1.36613	2.54198	1.33851	3.06063	1.67987	1.19867	0.447446	1.38653	0.869259	1.00224	6.57302	0.0797826	2.8173	1.90932	0.800548	2.061	0.639318	0.803387	0.509254	0.778104	0.308343	0.735276	6.05792	1.51637	6.06902	0.01	3.88401	1.6006	0.818115	2.42255	0.545442	0.711988	0.547631	0.433588	0.36415	0.961768	2.1774	2.50628	13.1875	0.01	0.829764	0.967379	0.547952	1.97475	0.717124	0.72142	0.64002	0.733317	0.287632	0.787177	4.46181	1.37724	6.24715	0.0846189	8.30969	6.22798	0.641721	3.40567	0.721126	0.354996	0.711603	1.60039	0.273298	0.594564	1.88239	3.01943	7.00533	0.01	5.12019	5.21132	0.389032	3.49224	0.878141	1.04499	1.15001	1.51542	0.489379	0.879296	0.864205	3.30616	15.6728	0.01	0.832524	3.34791	0.337271	4.31912	0.740549	0.755323	0.778547	1.1354	0.311877	0.691998	2.06936	2.38547	6.75376	0.0832508	140000	3.0173
